Unknown,name,acronym,id,atlas_id,parent_structure_id,parent_name,parent_acronym,voxels_in_structure,cell_count
234,"Anterior cingulate area, ventral part, layer 2/3",ACAv2/3,296,885,48,"Anterior cingulate area, ventral part",ACAv,49132,0
400,"Taenia tecta, dorsal part, layers 1-4",TTd1-4,297,744,597,"Taenia tecta, dorsal part",TTd,0,0
614,Magnocellular nucleus,MA,298,178,835,"Pallidum, ventral region",PALv,42056,0
15,"Somatomotor areas, Layer 5",MO5,299,1027,500,Somatomotor areas,MO,0,0
708,"Ventral part of the lateral geniculate complex, lateral zone",LGvl,300,461,178,Ventral part of the lateral geniculate complex,LGv,0,0
1260,stria terminalis,st,301,603,768,cerebrum related,mfbc,34603,0
808,"Superior colliculus, sensory related",SCs,302,320,339,"Midbrain, sensory related",MBsen,0,0
563,"Basolateral amygdalar nucleus, anterior part",BLAa,303,37,295,Basolateral amygdalar nucleus,BLA,104542,0
241,"Prelimbic area, layer 2/3",PL2/3,304,886,972,Prelimbic area,PL,40525,0
191,"Primary visual area, layer 6b",VISp6b,305,462,385,Primary visual area,VISp,17476,0
406,"Taenia tecta, ventral part, layers 1-3",TTv1-3,306,745,605,"Taenia tecta, ventral part",TTv,0,0
984,Magnocellular reticular nucleus,MARN,307,179,370,"Medulla, motor related",MY-mot,43893,0
344,"Posterior parietal association areas, layer 6a",PTLp6a,308,1028,22,Posterior parietal association areas,PTLp,0,0
1225,striatonigral pathway,snp,309,604,760,cerebral nuclei related,epsc,0,0
590,Septofimbrial nucleus,SF,310,321,275,Lateral septal complex,LSX,47446,0
564,"Basolateral amygdalar nucleus, posterior part",BLAp,311,38,295,Basolateral amygdalar nucleus,BLA,86982,0
502,"Entorhinal area, lateral part, layer 4/5",ENTl4/5,312,887,918,"Entorhinal area, lateral part",ENTl,0,0
806,Midbrain,MB,313,180,343,Brain stem,BS,699668,0
289,"Agranular insular area, posterior part, layer 6a",AIp6a,314,1029,111,"Agranular insular area, posterior part",AIp,41573,0
5,Isocortex,Isocortex,315,746,695,Cortical plate,CTXpl,0,0
709,"Ventral part of the lateral geniculate complex, medial zone",LGvm,316,463,178,Ventral part of the lateral geniculate complex,LGv,0,0
1226,subthalamic fascicle,stf,317,605,760,cerebral nuclei related,epsc,0,0
915,Supragenual nucleus,SG,318,322,987,"Pons, motor related",P-mot,1985,0
566,Basomedial amygdalar nucleus,BMA,319,39,703,Cortical subplate,CTXsp,191,0
19,"Primary motor area, Layer 1",MOp1,320,888,985,Primary motor area,MOp,164128,0
710,Subgeniculate nucleus,SubG,321,464,1014,"Geniculate group, ventral thalamus",GENv,2463,0
37,Primary somatosensory area,SSp,322,747,453,Somatosensory areas,SS,0,0
821,"Midbrain, motor related",MBmot,323,181,313,Midbrain,MB,0,0
519,"Entorhinal area, medial part, ventral zone, layer 2",ENTmv2,324,1030,934,"Entorhinal area, medial part, ventral zone",ENTmv,0,0
671,Suprageniculate nucleus,SGN,325,323,138,Lateral group of the dorsal thalamus,LAT,18096,0
1175,superior cerebelar peduncles,scp,326,606,752,cerebellar peduncles,cbp,44184,0
567,"Basomedial amygdalar nucleus, anterior part",BMAa,327,40,319,Basomedial amygdalar nucleus,BMA,85883,0
281,"Agranular insular area, dorsal part, layer 2/3",AId2/3,328,889,104,"Agranular insular area, dorsal part",AId,86938,0
51,"Primary somatosensory area, barrel field",SSp-bfd,329,748,322,Primary somatosensory area,SSp,0,0
331,"Retrosplenial area, dorsal part, layer 6b",RSPd6b,330,1031,879,"Retrosplenial area, dorsal part",RSPd,2542,0
762,Mammillary body,MBO,331,182,467,Hypothalamic medial zone,MEZ,0,0
718,Accessory supraoptic group,ASO,332,465,157,Periventricular zone,PVZ,643,0
591,Septohippocampal nucleus,SH,333,324,275,Lateral septal complex,LSX,4155,0
568,"Basomedial amygdalar nucleus, posterior part",BMAp,334,41,319,Basomedial amygdalar nucleus,BMA,92664,0
371,"Perirhinal area, layer 6a",PERI6a,335,890,922,Perirhinal area,PERI,5345,0
1116,superior colliculus commissure,csc,336,607,848,optic nerve,IIn,2462,0
65,"Primary somatosensory area, lower limb",SSp-ll,337,749,322,Primary somatosensory area,SSp,0,0
753,Subfornical organ,SFO,338,466,141,Periventricular region,PVR,2736,0
807,"Midbrain, sensory related",MBsen,339,183,313,Midbrain,MB,0,0
345,"Posterior parietal association areas, layer 6b",PTLp6b,340,1032,22,Posterior parietal association areas,PTLp,0,0
1271,supramammillary decussation,smd,341,608,824,hypothalamus related,mfsbshy,0,0
613,Substantia innominata,SI,342,325,835,"Pallidum, ventral region",PALv,320297,0
639,Brain stem,BS,343,42,8,Basic cell groups and regions,grey,0,0
288,"Agranular insular area, posterior part, layer 5",AIp5,344,891,111,"Agranular insular area, posterior part",AIp,68142,0
72,"Primary somatosensory area, mouth",SSp-m,345,750,322,Primary somatosensory area,SSp,0,0
39,"Primary somatosensory area, layer 2/3",SSp2/3,346,1033,322,Primary somatosensory area,SSp,0,0
751,Subparaventricular zone,SBPV,347,467,141,Periventricular region,PVR,11037,0
865,"Midbrain, behavioral state related",MBsta,348,184,313,Midbrain,MB,0,0
1266,supraoptic commissures,sup,349,609,824,hypothalamus related,mfsbshy,2426,0
933,Subceruleus nucleus,SLC,350,326,1117,"Pons, behavioral state related",P-sat,2555,0
621,Bed nuclei of the stria terminalis,BST,351,43,809,"Pallidum, caudal region",PALc,160432,0
255,"Orbital area, layer 5",ORB5,352,892,714,Orbital area,ORB,0,0
44,"Primary somatosensory area, nose",SSp-n,353,751,322,Primary somatosensory area,SSp,0,0
935,Medulla,MY,354,185,1065,Hindbrain,HB,570751,0
290,"Agranular insular area, posterior part, layer 6b",AIp6b,355,1034,111,"Agranular insular area, posterior part",AIp,2175,0
796,Preparasubthalamic nucleus,PST,356,468,290,Hypothalamic lateral zone,LZ,1060,0
1119,tectothalamic pathway,ttp,357,610,848,optic nerve,IIn,0,0
934,Sublaterodorsal nucleus,SLD,358,327,1117,"Pons, behavioral state related",P-sat,4964,0
622,"Bed nuclei of the stria terminalis, anterior division",BSTa,359,44,351,Bed nuclei of the stria terminalis,BST,0,0
413,"Dorsal peduncular area, layer 2/3",DP2/3,360,893,814,Dorsal peduncular area,DP,0,0
86,"Primary somatosensory area, trunk",SSp-tr,361,752,322,Primary somatosensory area,SSp,0,0
685,Mediodorsal nucleus of thalamus,MD,362,186,444,Medial group of the dorsal thalamus,MED,124243,0
242,"Prelimbic area, layer 5",PL5,363,1035,972,Prelimbic area,PL,86845,0
797,Parasubthalamic nucleus,PSTN,364,469,290,Hypothalamic lateral zone,LZ,13151,0
1216,thalamic peduncles,tp,365,611,896,thalamus related,lfbst,0,0
689,Submedial nucleus of the thalamus,SMT,366,328,444,Medial group of the dorsal thalamus,MED,29537,0
632,"Bed nuclei of the stria terminalis, posterior division",BSTp,367,45,351,Bed nuclei of the stria terminalis,BST,0,0
372,"Perirhinal area, layer 6b",PERI6b,368,894,922,Perirhinal area,PERI,1299,0
79,"Primary somatosensory area, upper limb",SSp-ul,369,753,322,Primary somatosensory area,SSp,0,0
964,"Medulla, motor related",MY-mot,370,187,354,Medulla,MY,0,0
520,"Entorhinal area, medial part, ventral zone, layer 3",ENTmv3,371,1036,934,"Entorhinal area, medial part, ventral zone",ENTmv,0,0
976,Infracerebellar nucleus,ICB,372,470,370,"Medulla, motor related",MY-mot,4551,0
1188,trigeminocerebellar tract,tct,373,612,752,cerebellar peduncles,cbp,0,0
866,"Substantia nigra, compact part",SNc,374,329,348,"Midbrain, behavioral state related",MBsta,16229,0
456,Ammon's horn,CA,375,46,1080,Hippocampal region,HIP,0,0
434,"Cortical amygdalar area, posterior part, lateral zone, layers 1-3",COApl1-3,376,895,655,"Cortical amygdalar area, posterior part, lateral zone",COApl,0,0
197,"Posterolateral visual area, layer 6a",VISpl6a,377,1037,425,Posterolateral visual area,VISpl,12050,0
100,Supplemental somatosensory area,SSs,378,754,453,Somatosensory areas,SS,0,0
1010,"Medulla, behavioral state related",MY-sat,379,188,354,Medulla,MY,0,0
1157,cuneate fascicle,cuf,380,471,514,dorsal column,dc,3138,0
822,"Substantia nigra, reticular part",SNr,381,330,323,"Midbrain, motor related",MBmot,125825,0
457,Field CA1,CA1,382,47,375,Ammon's horn,CA,975516,0
440,"Cortical amygdalar area, posterior part, medial zone, layers 1-3",COApm1-3,383,896,663,"Cortical amygdalar area, posterior part, medial zone",COApm,0,0
1124,trochlear nerve decussation,IVd,384,613,911,trochlear nerve,IVn,0,0
185,Primary visual area,VISp,385,755,669,Visual areas,VIS,0,0
936,"Medulla, sensory related",MY-sen,386,189,354,Medulla,MY,0,0
504,"Entorhinal area, lateral part, layer 5/6",ENTl5/6,387,1038,918,"Entorhinal area, lateral part",ENTl,0,0
1158,gracile fascicle,grf,388,472,514,dorsal column,dc,104,0
1163,ventral spinothalamic tract,sttv,389,614,871,spinothalamic tract,sst,0,0
717,Supraoptic nucleus,SO,390,331,157,Periventricular zone,PVZ,4805,0
458,"Field CA1, stratum lacunosum-moleculare",CA1slm,391,48,382,Field CA1,CA1,0,0
422,"Nucleus of the lateral olfactory tract, layers 1-3",NLOT1-3,392,897,619,Nucleus of the lateral olfactory tract,NLOT,0,0
198,"Posterolateral visual area, layer 6b",VISpl6b,393,1039,425,Posterolateral visual area,VISpl,941,0
171,Anteromedial visual area,VISam,394,756,669,Visual areas,VIS,0,0
985,Medullary reticular nucleus,MDRN,395,190,370,"Medulla, motor related",MY-mot,0,0
1159,internal arcuate fibers,iaf,396,473,514,dorsal column,dc,0,0
1232,ventral tegmental decussation,vtd,397,615,863,rubrospinal tract,rust,3263,0
902,Superior olivary complex,SOC,398,332,1132,"Pons, sensory related",P-sen,0,0
459,"Field CA1, stratum oriens",CA1so,399,49,382,Field CA1,CA1,0,0
445,"Piriform-amygdalar area, layers 1-3",PAA1-3,400,898,788,Piriform-amygdalar area,PAA,0,0
174,"Anteromedial visual area, layer 4",VISam4,401,1040,394,Anteromedial visual area,VISam,5342,0
164,Anterolateral visual area,VISal,402,757,669,Visual areas,VIS,0,0
600,Medial amygdalar nucleus,MEA,403,191,278,Striatum-like amygdalar nuclei,sAMY,211645,0
1186,olivocerebellar tract,oct,404,474,490,bulbocerebellar tract,bct,0,0
1264,ventrolateral hypothalamic tract,vlt,405,616,824,hypothalamus related,mfsbshy,0,0
652,Subparafascicular nucleus,SPF,406,333,864,"Thalamus, sensory-motor cortex related",DORsm,0,0
460,"Field CA1, pyramidal layer",CA1sp,407,50,382,Field CA1,CA1,0,0
446,"Piriform-amygdalar area, molecular layer",PAA1,408,899,788,Piriform-amygdalar area,PAA,0,0
178,Lateral visual area,VISl,409,758,669,Visual areas,VIS,0,0
1187,reticulocerebellar tract,rct,410,475,490,bulbocerebellar tract,bct,0,0
601,"Medial amygdalar nucleus, anterodorsal part",MEAad,411,192,403,Medial amygdalar nucleus,MEA,0,0
260,"Orbital area, lateral part, layer 2/3",ORBl2/3,412,1041,723,"Orbital area, lateral part",ORBl,55908,0
1136,vestibular nerve,vVIIIn,413,617,933,vestibulocochlear nerve,VIIIn,15480,0
653,"Subparafascicular nucleus, magnocellular part",SPFm,414,334,406,Subparafascicular nucleus,SPF,5975,0
461,"Field CA1, stratum radiatum",CA1sr,415,51,382,Field CA1,CA1,0,0
447,"Piriform-amygdalar area, pyramidal layer",PAA2,416,900,788,Piriform-amygdalar area,PAA,0,0
353,Rostrolateral visual area,VISrl,417,759,22,Posterior parietal association areas,PTLp,0,0
602,"Medial amygdalar nucleus, anteroventral part",MEAav,418,193,403,Medial amygdalar nucleus,MEA,0,0
521,"Entorhinal area, medial part, ventral zone, layer 4",ENTmv4,419,1042,934,"Entorhinal area, medial part, ventral zone",ENTmv,0,0
1250,precommissural fornix diagonal band,db,420,476,745,"precommissural fornix, general",fxprg,0,0
179,"Lateral visual area, layer 1",VISl1,421,618,409,Lateral visual area,VISl,17852,0
654,"Subparafascicular nucleus, parvicellular part",SPFp,422,335,406,Subparafascicular nucleus,SPF,18464,0
462,Field CA2,CA2,423,52,375,Ammon's horn,CA,49499,0
448,"Piriform-amygdalar area, polymorph layer",PAA3,424,901,788,Piriform-amygdalar area,PAA,0,0
192,Posterolateral visual area,VISpl,425,760,669,Visual areas,VIS,0,0
603,"Medial amygdalar nucleus, posterodorsal part",MEApd,426,194,403,Medial amygdalar nucleus,MEA,0,0
375,Ectorhinal area/Layer 2/3,ECT2/3,427,1043,895,Ectorhinal area,ECT,42502,0
1252,medial corticohypothalamic tract,mct,428,477,737,postcommissural fornix,fxpo,883,0
954,"Spinal nucleus of the trigeminal, caudal part",SPVC,429,336,386,"Medulla, sensory related",MY-sen,249463,0
335,"Retrosplenial area, ventral part, layer 2/3",RSPv2/3,430,619,886,"Retrosplenial area, ventral part",RSPv,96691,0
463,"Field CA2, stratum lacunosum-moleculare",CA2slm,431,53,423,Field CA2,CA2,0,0
719,Nucleus circularis,NC,432,902,332,Accessory supraoptic group,ASO,0,0
175,"Anteromedial visual area, layer 5",VISam5,433,1044,394,Anteromedial visual area,VISam,20756,0
327,"Retrosplenial area, dorsal part, layer 2/3",RSPd2/3,434,761,879,"Retrosplenial area, dorsal part",RSPd,101981,0
607,"Medial amygdalar nucleus, posteroventral part",MEApv,435,195,403,Medial amygdalar nucleus,MEA,0,0
1253,columns of the fornix,fx,436,478,737,postcommissural fornix,fxpo,28969,0
955,"Spinal nucleus of the trigeminal, interpolar part",SPVI,437,337,386,"Medulla, sensory related",MY-sen,218120,0
464,"Field CA2, stratum oriens",CA2so,438,54,423,Field CA2,CA2,0,0
783,"Paraventricular hypothalamic nucleus, descending division, dorsal parvicellular part",PVHdp,439,903,63,"Paraventricular hypothalamic nucleus, descending division",PVHd,0,0
262,"Orbital area, lateral part, layer 6a",ORBl6a,440,620,723,"Orbital area, lateral part",ORBl,34895,0
177,"Anteromedial visual area, layer 6b",VISam6b,441,762,394,Anteromedial visual area,VISam,2066,0
326,"Retrosplenial area, dorsal part, layer 1",RSPd1,442,1045,879,"Retrosplenial area, dorsal part",RSPd,112810,0
1255,dorsal hippocampal commissure,dhc,443,479,618,hippocampal commissures,hc,85700,0
683,Medial group of the dorsal thalamus,MED,444,196,856,"Thalamus, polymodal association cortex related",DORpm,0,0
956,"Spinal nucleus of the trigeminal, oral part",SPVO,445,338,386,"Medulla, sensory related",MY-sen,77712,0
465,"Field CA2, pyramidal layer",CA2sp,446,55,423,Field CA2,CA2,0,0
784,"Paraventricular hypothalamic nucleus, descending division, forniceal part",PVHf,447,904,63,"Paraventricular hypothalamic nucleus, descending division",PVHd,0,0
259,"Orbital area, lateral part, layer 1",ORBl1,448,621,723,"Orbital area, lateral part",ORBl,33074,0
1256,ventral hippocampal commissure,vhc,449,480,618,hippocampal commissures,hc,7051,0
80,"Primary somatosensory area, upper limb, layer 1",SSp-ul1,450,1046,369,"Primary somatosensory area, upper limb",SSp-ul,53303,0
565,"Basolateral amygdalar nucleus, ventral part",BLAv,451,763,295,Basolateral amygdalar nucleus,BLA,44268,0
743,Median preoptic nucleus,MEPO,452,197,141,Periventricular region,PVR,4971,0
30,Somatosensory areas,SS,453,339,315,Isocortex,Isocortex,0,0
466,"Field CA2, stratum radiatum",CA2sr,454,56,423,Field CA2,CA2,0,0
785,"Paraventricular hypothalamic nucleus, descending division, lateral parvicellular part",PVHlp,455,905,63,"Paraventricular hypothalamic nucleus, descending division",PVHd,0,0
149,"Posterior auditory area, layer 6b",AUDpo6b,456,622,1027,Posterior auditory area,AUDpo,1773,0
162,"Visual areas, layer 6a",VIS6a,457,1047,669,Visual areas,VIS,0,0
581,"Olfactory tubercle, molecular layer",OT1,458,764,754,Olfactory tubercle,OT,0,0
1111,accessory olfactory tract,aolt,459,481,21,"lateral olfactory tract, general",lotg,0,0
819,Midbrain trigeminal nucleus,MEV,460,198,339,"Midbrain, sensory related",MBsen,997,0
92,"Primary somatosensory area, trunk, layer 6b",SSp-tr6b,461,623,361,"Primary somatosensory area, trunk",SSp-tr,5050,0
916,Superior salivatory nucleus,SSN,462,340,987,"Pons, motor related",P-mot,0,0
467,Field CA3,CA3,463,57,375,Ammon's horn,CA,602338,0
786,"Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone",PVHmpv,464,906,63,"Paraventricular hypothalamic nucleus, descending division",PVHd,0,0
582,"Olfactory tubercle, pyramidal layer",OT2,465,765,754,Olfactory tubercle,OT,0,0
1246,alveus,alv,466,482,1099,fornix system,fxs,144504,0
756,Hypothalamic medial zone,MEZ,467,199,1097,Hypothalamus,HY,0,0
510,"Entorhinal area, medial part, dorsal zone, layer 2a",ENTm2a,468,1048,926,"Entorhinal area, medial part, dorsal zone",ENTm,0,0
205,"posteromedial visual area, layer 6b",VISpm6b,469,624,533,posteromedial visual area,VISpm,2441,0
800,Subthalamic nucleus,STN,470,341,290,Hypothalamic lateral zone,LZ,14492,0
468,"Field CA3, stratum lacunosum-moleculare",CA3slm,471,58,463,Field CA3,CA3,0,0
604,"Medial amygdalar nucleus, posterodorsal part, sublayer a",MEApd-a,472,907,426,"Medial amygdalar nucleus, posterodorsal part",MEApd,0,0
583,"Olfactory tubercle, polymorph layer",OT3,473,766,754,Olfactory tubercle,OT,0,0
1258,angular path,ab,474,483,1099,fornix system,fxs,0,0
658,Medial geniculate complex,MG,475,200,1008,"Geniculate group, dorsal thalamus",GENd,3733,0
256,"Orbital area, layer 6a",ORB6a,476,1049,714,Orbital area,ORB,0,0
571,Striatum,STR,477,342,623,Cerebral nuclei,CNU,311647,0
70,"Primary somatosensory area, lower limb, layer 6a",SSp-ll6a,478,625,337,"Primary somatosensory area, lower limb",SSp-ll,55545,0
469,"Field CA3, stratum lucidum",CA3slu,479,59,463,Field CA3,CA3,0,0
605,"Medial amygdalar nucleus, posterodorsal part, sublayer b",MEApd-b,480,908,426,"Medial amygdalar nucleus, posterodorsal part",MEApd,0,0
578,Islands of Calleja,isl,481,767,754,Olfactory tubercle,OT,0,0
1143,brachium of the inferior colliculus,bic,482,484,948,cochlear nerve,cVIIIn,33938,0
712,Medial habenula,MH,483,201,958,Epithalamus,EPI,32732,0
265,"Orbital area, medial part, layer 1",ORBm1,484,1050,731,"Orbital area, medial part",ORBm,39527,0
572,Striatum dorsal region,STRd,485,343,477,Striatum,STR,0,0
470,"Field CA3, stratum oriens",CA3so,486,60,463,Field CA3,CA3,0,0
606,"Medial amygdalar nucleus, posterodorsal part, sublayer c",MEApd-c,487,909,426,"Medial amygdalar nucleus, posterodorsal part",MEApd,0,0
263,"Orbital area, lateral part, layer 6b",ORBl6b,488,626,723,"Orbital area, lateral part",ORBl,3346,0
579,Major island of Calleja,islm,489,768,754,Olfactory tubercle,OT,0,0
1185,bulbocerebellar tract,bct,490,485,1123,inferior cerebellar peduncle,icp,0,0
764,Medial mammillary nucleus,MM,491,202,331,Mammillary body,MBO,39374,0
254,"Orbital area, layer 2/3",ORB2/3,492,1051,714,Orbital area,ORB,0,0
574,Striatum ventral region,STRv,493,344,477,Striatum,STR,0,0
835,"Superior colliculus, motor related, intermediate gray layer, sublayer a",SCig-a,494,910,10,"Superior colliculus, motor related, intermediate gray layer",SCig,162,0
471,"Field CA3, pyramidal layer",CA3sp,495,61,463,Field CA3,CA3,0,0
411,"Dorsal peduncular area, layer 1",DP1,496,627,814,Dorsal peduncular area,DP,0,0
163,"Visual areas, layer 6b",VIS6b,497,1052,669,Visual areas,VIS,0,0
624,"Bed nuclei of the stria terminalis, anterior division, anteromedial area",BSTam,498,769,359,"Bed nuclei of the stria terminalis, anterior division",BSTa,0,0
1183,cuneocerebellar tract,cct,499,486,1123,inferior cerebellar peduncle,icp,0,0
12,Somatomotor areas,MO,500,203,315,Isocortex,Isocortex,0,0
202,"posteromedial visual area, layer 4",VISpm4,501,628,533,posteromedial visual area,VISpm,8561,0
535,Subiculum,SUB,502,345,822,Retrohippocampal region,RHP,336188,0
836,"Superior colliculus, motor related, intermediate gray layer, sublayer b",SCig-b,503,911,10,"Superior colliculus, motor related, intermediate gray layer",SCig,150,0
472,"Field CA3, stratum radiatum",CA3sr,504,62,463,Field CA3,CA3,0,0
625,"Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus",BSTdm,505,770,359,"Bed nuclei of the stria terminalis, anterior division",BSTa,0,0
1140,dorsal acoustic stria,das,506,487,948,cochlear nerve,cVIIIn,1046,0
380,Main olfactory bulb,MOB,507,204,698,Olfactory areas,OLF,1560591,0
511,"Entorhinal area, medial part, dorsal zone, layer 2b",ENTm2b,508,1053,926,"Entorhinal area, medial part, dorsal zone",ENTm,0,0
536,"Subiculum, dorsal part",SUBd,509,346,502,Subiculum,SUB,0,0
71,"Primary somatosensory area, lower limb, layer 6b",SSp-ll6b,510,629,337,"Primary somatosensory area, lower limb",SSp-ll,5226,0
837,"Superior colliculus, motor related, intermediate gray layer, sublayer c",SCig-c,511,912,10,"Superior colliculus, motor related, intermediate gray layer",SCig,0,0
1014,Cerebellum,CB,512,63,8,Basic cell groups and regions,grey,70221,0
626,"Bed nuclei of the stria terminalis, anterior division, fusiform nucleus",BSTfu,513,771,359,"Bed nuclei of the stria terminalis, anterior division",BSTa,0,0
1156,dorsal column,dc,514,488,932,cervicothalamic tract,cett,0,0
776,Medial preoptic nucleus,MPN,515,205,467,Hypothalamic medial zone,MEZ,48175,0
257,"Orbital area, layer 6b",ORB6b,516,1054,714,Orbital area,ORB,0,0
450,"Postpiriform transition area, layers 1-3",TR1-3,517,913,566,Postpiriform transition area,TR,0,0
540,"Subiculum, ventral part",SUBv,518,347,502,Subiculum,SUB,0,0
1097,Cerebellar nuclei,CBN,519,64,512,Cerebellum,CB,0,0
155,"Ventral auditory area, layer 6a",AUDv6a,520,630,1018,Ventral auditory area,AUDv,30160,0
628,"Bed nuclei of the stria terminalis, anterior division, magnocellular nucleus",BSTmg,521,772,359,"Bed nuclei of the stria terminalis, anterior division",BSTa,0,0
1153,dorsal commissure of the spinal cord,dcm,522,489,932,cervicothalamic tract,cett,0,0
744,Medial preoptic area,MPO,523,206,141,Periventricular region,PVR,66373,0
266,"Orbital area, medial part, layer 2",ORBm2,524,1055,731,"Orbital area, medial part",ORBm,0,0
770,Supramammillary nucleus,SUM,525,348,331,Mammillary body,MBO,24535,0
508,"Entorhinal area, medial part, dorsal zone, layer 1",ENTm1,526,914,926,"Entorhinal area, medial part, dorsal zone",ENTm,108109,0
123,"Dorsal auditory area, layer 1",AUDd1,527,631,1011,Dorsal auditory area,AUDd,19142,0
1015,Cerebellar cortex,CBX,528,65,512,Cerebellum,CB,0,0
631,"Bed nuclei of the stria terminalis, anterior division, ventral nucleus",BSTv,529,773,359,"Bed nuclei of the stria terminalis, anterior division",BSTa,0,0
1247,dorsal fornix,df,530,490,1099,fornix system,fxs,3837,0
845,Medial pretectal area,MPT,531,207,1100,Pretectal region,PRT,4948,0
340,"Posterior parietal association areas, layer 1",PTLp1,532,1056,22,Posterior parietal association areas,PTLp,0,0
199,posteromedial visual area,VISpm,533,915,669,Visual areas,VIS,0,0
917,Supratrigeminal nucleus,SUT,534,349,987,"Pons, motor related",P-mot,23451,0
412,"Dorsal peduncular area, layer 2",DP2,535,632,814,Dorsal peduncular area,DP,0,0
595,Central amygdalar nucleus,CEA,536,66,278,Striatum-like amygdalar nuclei,sAMY,0,0
623,"Bed nuclei of the stria terminalis, anterior division, anterolateral area",BSTal,537,774,359,"Bed nuclei of the stria terminalis, anterior division",BSTa,0,0
1110,dorsal limb,lotd,538,491,21,"lateral olfactory tract, general",lotg,12707,0
827,"Midbrain reticular nucleus, magnocellular part",MRNm,539,208,128,Midbrain reticular nucleus,MRN,0,0
368,"Perirhinal area, layer 1",PERI1,540,1057,922,Perirhinal area,PERI,27225,0
360,Temporal association areas,TEa,541,350,315,Isocortex,Isocortex,0,0
333,"Retrosplenial area, ventral part, layer 1",RSPv1,542,633,886,"Retrosplenial area, ventral part",RSPv,106406,0
509,"Entorhinal area, medial part, dorsal zone, layer 2",ENTm2,543,916,926,"Entorhinal area, medial part, dorsal zone",ENTm,111166,0
596,"Central amygdalar nucleus, capsular part",CEAc,544,67,536,Central amygdalar nucleus,CEA,38297,0
328,"Retrosplenial area, dorsal part, layer 4",RSPd4,545,1058,879,"Retrosplenial area, dorsal part",RSPd,99,0
627,"Bed nuclei of the stria terminalis, anterior division, juxtacapsular nucleus",BSTju,546,775,359,"Bed nuclei of the stria terminalis, anterior division",BSTa,0,0
1291,dorsal longitudinal fascicle,dlf,547,492,70,midbrain related,mfbsm,0,0
828,"Midbrain reticular nucleus, magnocellular part, general",MRNmg,548,209,128,Midbrain reticular nucleus,MRN,0,0
641,Thalamus,TH,549,351,1129,Interbrain,IB,126188,0
515,"Entorhinal area, medial part, dorsal zone, layer 5/6",ENTm5/6,550,634,926,"Entorhinal area, medial part, dorsal zone",ENTm,0,0
597,"Central amygdalar nucleus, lateral part",CEAl,551,68,536,Central amygdalar nucleus,CEA,31874,0
914,"Pontine reticular nucleus, ventral part",PRNv,552,917,987,"Pons, motor related",P-mot,0,0
1182,dorsal spinocerebellar tract,sctd,553,493,1123,inferior cerebellar peduncle,icp,13916,0
629,"Bed nuclei of the stria terminalis, anterior division, oval nucleus",BSTov,554,776,359,"Bed nuclei of the stria terminalis, anterior division",BSTa,0,0
829,"Midbrain reticular nucleus, parvicellular part",MRNp,555,210,128,Midbrain reticular nucleus,MRN,0,0
248,"Infralimbic area, layer 2/3",ILA2/3,556,1059,44,Infralimbic area,ILA,12261,0
773,Tuberomammillary nucleus,TM,557,352,331,Mammillary body,MBO,0,0
45,"Primary somatosensory area, nose, layer 1",SSp-n1,558,635,353,"Primary somatosensory area, nose",SSp-n,51480,0
598,"Central amygdalar nucleus, medial part",CEAm,559,69,536,Central amygdalar nucleus,CEA,92834,0
940,"Cochlear nucleus, subpedunclular granular region",CNspg,560,918,607,Cochlear nuclei,CN,0,0
159,"Visual areas, layer 2/3",VIS2/3,561,1060,669,Visual areas,VIS,0,0
630,"Bed nuclei of the stria terminalis, anterior division, rhomboid nucleus",BSTrh,562,777,359,"Bed nuclei of the stria terminalis, anterior division",BSTa,0,0
1292,dorsal tegmental tract,dtt,563,494,70,midbrain related,mfbsm,0,0
617,Medial septal nucleus,MS,564,211,904,Medial septal complex,MSC,43591,0
203,"posteromedial visual area, layer 5",VISpm5,565,636,533,posteromedial visual area,VISpm,26106,0
449,Postpiriform transition area,TR,566,353,698,Olfactory areas,OLF,136275,0
2,Cerebrum,CH,567,70,8,Basic cell groups and regions,grey,0,0
966,Accessory abducens nucleus,ACVI,568,919,370,"Medulla, motor related",MY-mot,0,0
633,"Bed nuclei of the stria terminalis, posterior division, dorsal nucleus",BSTd,569,778,367,"Bed nuclei of the stria terminalis, posterior division",BSTp,0,0
1152,dorsolateral fascicle,dl,570,495,932,cervicothalamic tract,cett,0,0
691,Midline group of the dorsal thalamus,MTN,571,212,856,"Thalamus, polymodal association cortex related",DORpm,0,0
221,"Anterior cingulate area, layer 1",ACA1,572,1061,31,Anterior cingulate area,ACA,0,0
181,"Lateral visual area, layer 4",VISl4,573,637,409,Lateral visual area,VISl,17063,0
918,Tegmental reticular nucleus,TRN,574,354,987,"Pons, motor related",P-mot,68944,0
700,Central lateral nucleus of the thalamus,CL,575,71,51,Intralaminar nuclei of the dorsal thalamus,ILM,32099,0
968,Accessory facial motor nucleus,ACVII,576,920,370,"Medulla, motor related",MY-mot,462,0
82,"Primary somatosensory area, upper limb, layer 4",SSp-ul4,577,1062,369,"Primary somatosensory area, upper limb",SSp-ul,52478,0
634,"Bed nuclei of the stria terminalis, posterior division, principal nucleus",BSTpr,578,779,367,"Bed nuclei of the stria terminalis, posterior division",BSTp,0,0
1194,external capsule,ec,579,496,956,"corpus callosum, anterior forceps",fa,88868,0
